Tipo de centro de salud;Provincia;Canton;Parroquia;Distrito;Circuito;Centro de salud;Numero de Centros de Salud;Numero de Tipos de Centros;Latitud;Longitud
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILIBULO-SAN BORTOLO-CHIMBACALLE-LA ARGELIA-SOLANDA-LLOA-LA MENA-LA MAGDALENA-LA FERROVIARIA;SOLANDA;LA ISLA SOLANDA;1;1;-0.266704;-78.548091
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILIBULO-SAN BORTOLO-CHIMBACALLE-LA ARGELIA-SOLANDA-LLOA-LA MENA-LA MAGDALENA-LA FERROVIARIA;SOLANDA;TURUBAMBA;1;1;-0.281843;-78.542072
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;CHILLOGALLO;SAN LUIS;1;1;-0.275159;-78.5669
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;CHILLOGALLO;BUENAVENTURA;1;1;-0.27773;-78.584076
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;CHILLOGALLO;EL TRANSITO;1;1;-0.288772;-78.566601
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;GUAMANI;EL ROCIO;1;1;-0.338703;-78.561525
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;GUAMANI;LA INMACULADA;1;1;-0.315372;-78.55881
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;GUAMANI;LA VICTORIA CENTRAL;1;1;-0.353299;-78.554626
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;GUAMANI;MATILDE ALVAREZ;1;1;-0.34039;-78.550831
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;LA ECUATORIANA;CIUDADELA IBARRA;1;1;-0.295442;-78.561499
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;LA ECUATORIANA;LA ECUATORIANA;1;1;-0.308395;-78.562035
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;LA ECUATORIANA;MARTHA BUCARAM;1;1;-0.302349;-78.566696
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;LA ECUATORIANA;SANTA CRUZ;1;1;-0.322038;-78.574476
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;LA ECUATORIANA;U.A.A. LA ECUATORIANA;1;1;-0.307988;-78.561083
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;QUITUMBE;SAN MARTIN DE PORRES;1;1;-0.298814;-78.525396
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;QUITUMBE;ASISTENCIA SOCIAL;1;1;-0.294632;-78.537051
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;QUITUMBE;EL BLANQUEADO;1;1;-0.307035;-78.544545
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;QUITUMBE;PUEBLO UNIDO;1;1;-0.297758;-78.531034
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;TURUBAMBA;CAUPICHU;1;1;-0.32879;-78.537456
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;TURUBAMBA;GUAMANI;1;1;-0.323912;-78.548572
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-INIAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;BELISARIO QUEVEDO;FRAY BARTOLOME DE LAS CASAS;1;1;-0.189813;-78.507199
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-INIAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;BELISARIO QUEVEDO;SANTA CLARA DE SAN MILLAN;1;1;-0.189253;-78.515791
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-INIAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;BELISARIO QUEVEDO;SANTA CLARA DEL NORTE;1;1;-0.195153;-78.49593
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-INIAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;COCHAPAMBA;ATUCUCHO;1;1;-0.130212;-78.514775
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-INIAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;COCHAPAMBA;BELLAVISTA SANTA ANITA;1;1;-0.120305;-78.508329
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-INIAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;COCHAPAMBA;COCHAPAMBA SUR;1;1;-0.157851;-78.500712
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-INIAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;COCHAPAMBA;LA PULIDA;1;1;-0.138184;-78.508678
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-INIAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;CONCEPCION;C.A.A. COTOCOLLAO;1;1;-0.138426;-78.493298
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-INIAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;INIAQUITO;PLAYA RICA;1;1;-0.188406;-78.472032
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-INIAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;JIPIJAPA;C.A.A. EL BATAN;1;1;-0.163126;-78.474791
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-INIAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;KENNEDY;LA RUMINIAHUI;1;1;-0.126133;-78.487257
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-INIAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;RUMIPAMBA;SAN VICENTE DE LAS CASAS;1;1;-0.176890253;-78.5151001
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-INIAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;SAN ISIDRO DEL INCA;6 DE JULIO;1;1;-0.130641;-78.464802
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-INIAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;SAN ISIDRO DEL INCA;SEGUNDO DIAZ;1;1;-0.143194;-78.4541
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;CARCELEN;CARCELEN ALTO;1;1;-0.087962;-78.470103
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;CARCELEN;CARCELEN BAJO;1;1;-0.076393;-78.465911
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;CARCELEN;CORAZON DE JESUS;1;1;-0.083976;-78.474511
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;COMITE DEL PUEBLO;1-E;1;1;-0.126926;-78.464273
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;COMITE DEL PUEBLO;COMITE DEL PUEBLO;1;1;-0.120157;-78.466949
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;COMITE DEL PUEBLO;LA BOTA;1;1;-0.117941;-78.455063
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;EL CONDADO;JAIME ROLDOS AGUILERA;1;1;-0.084069;-78.508287
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;EL CONDADO;COLINAS DEL NORTE;1;1;-0.095647;-78.507649
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;EL CONDADO;EL MANANTIAL;1;1;-0.094535;-78.502118
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;EL CONDADO;MENA DEL HIERRO;1;1;-0.111682;-78.507603
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;EL CONDADO;PISULI;1;1;-0.089999;-78.518432
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;PONCEANO;COTOCOLLAO;1;1;-0.111952;-78.491478
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;PONCEANO;EL CONDADO;1;1;-0.105327;-78.496219
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;CENTRO HISTORICO;LA TOLA;1;1;-0.224331;-78.505559
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;CENTRO HISTORICO;CENTRO HISTORICO;1;1;-0.223302;-78.514699
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;CENTRO HISTORICO;EL PANECILLO;1;1;-0.226756;-78.520427
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;CENTRO HISTORICO;GANGOTENA POSSE (CASA CUNA);1;1;-0.227044;-78.510524
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;CENTRO HISTORICO;LA ERMITA;1;1;-0.222228;-78.521846
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;CENTRO HISTORICO;PLAZA ARENAS;1;1;-0.220508;-78.508684
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;ITCHIMBIA;ASDRUBAL DE LA TORRE;1;1;-0.212894;-78.48554
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;ITCHIMBIA;CIPRIANA DUENAS;1;1;-0.217686;-78.498728
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;ITCHIMBIA;LA VICENTINA;1;1;-0.216248;-78.490684
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;LA LIBERTAD;LA LIBERTAD;1;1;-0.217845;-78.527907
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;LA LIBERTAD;NUEVA AURORA;1;1;-0.226541;-78.53156
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;LA LIBERTAD;CENTRO LA LIBERTAD;1;1;-0.228185;-78.525544
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;PUENGASI;JARDIN DEL VALLE;1;1;-0.228259;-78.483822
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;PUENGASI;OBRERO INDEPENDIENTE;1;1;-0.246211;-78.491118
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;PUENGASI;PALUCO;1;1;-0.225694;-78.493591
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;PUENGASI;PUENGASI 1;1;1;-0.250505;-78.496558
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;PUENGASI;PUENGASI 2;1;1;-0.256398;-78.491503
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;PUENGASI;PUENGASI 3;1;1;-0.248309;-78.498767
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;PUENGASI;SAN JOSE DE MONJAS;1;1;-0.234236;-78.495942
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;SAN JUAN;EL PLACER;1;1;-0.213696;-78.524272
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;SAN JUAN;C.A.A. CENTRAL QUITO;1;1;-0.217128;-78.510983
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;SAN JUAN;LA BASILICA;1;1;-0.214723;-78.507823
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;SAN JUAN;SAN JUAN INDEPENDENCIA;1;1;-0.210412;-78.51164
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;SAN JUAN;SAN JUAN QUITO;1;1;-0.206009;-78.504009
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;SAN JUAN;TOCTIUCO;1;1;-0.212529;-78.52376
CENTRO DE SALUD;PICHINCHA;QUITO;QUITO;PUENGASI. CENTRO HISTORICO. SAN JUAN. LA LIBERTAD. ITCHIMBIA;SAN JUAN;U.A.A. SAN JUAN;1;1;-0.21007;-78.515438
CENTRO DE SALUD;PICHINCHA;QUITO;SAN ANTONIO;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;SAN ANTONIO;SAN ANTONIO DE PICHINCHA;1;1;-0.008234;-78.445893
CENTRO DE SALUD;PICHINCHA;QUITO;SAN JOSE DE MINAS;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;SAN JOSE DE MINAS;SAN JOSE DE MINAS;1;1;0.174858;-78.407053
CENTRO DE SALUD;PICHINCHA;QUITO;TABABELA;TUMBACO-CUMBAYA-PIFO-YARUQUI-EL QUINCHE-PUEMBO-CHECA-TABABELA;TABABELA;TABABELA;1;1;-0.184718;-78.344695
CENTRO DE SALUD;PICHINCHA;QUITO;TUMBACO;TUMBACO-CUMBAYA-PIFO-YARUQUI-EL QUINCHE-PUEMBO-CHECA-TABABELA;TUMBACO;TUMBACO;1;1;-0.215782;-78.408321
CENTRO DE SALUD;PICHINCHA;QUITO;ZAMBIZA;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-INIAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;ZAMBIZA;ZAMBIZA;1;1;-0.14886;-78.44346
CENTRO DE SALUD;PICHINCHA;RUMINIAHUI;COTOGCHOA;MEJIA-RUMINIAHUI;RUMIPAMBA-COTOGCHOA;COTOGCHOA;1;1;-0.368221;-78.452619
CENTRO DE SALUD;PICHINCHA;RUMINIAHUI;RUMIPAMBA;MEJIA-RUMINIAHUI;RUMIPAMBA-COTOGCHOA;RUMIPAMBA;1;1;-0.431514;-78.418438
CENTRO DE SALUD;PICHINCHA;RUMINIAHUI;SANGOLQUI;MEJIA-RUMINIAHUI;SANGOLQUI;SELVA ALEGRE;1;1;-0.341254;-78.431959
CENTRO DE SALUD;PICHINCHA;RUMINIAHUI;SANGOLQUI;MEJIA-RUMINIAHUI;SANGOLQUI;SAN FERNANDO;1;1;-0.373753;-78.422918
CENTRO DE SALUD;PICHINCHA;RUMINIAHUI;SANGOLQUI;MEJIA-RUMINIAHUI;SANGOLQUI;CAPELO;1;1;-0.308533;-78.455812
CENTRO DE SALUD;PICHINCHA;RUMINIAHUI;SANGOLQUI;MEJIA-RUMINIAHUI;SANGOLQUI;CURIPUNGO;1;1;-0.392139;-78.433444
CENTRO DE SALUD;PICHINCHA;RUMINIAHUI;SANGOLQUI;MEJIA-RUMINIAHUI;SANGOLQUI;FAJARDO;1;1;-0.342041;-78.466847
CENTRO DE SALUD;PICHINCHA;RUMINIAHUI;SANGOLQUI;MEJIA-RUMINIAHUI;SANGOLQUI;JATUNPUNGO;1;1;-0.361111;-78.431541
CENTRO DE SALUD;PICHINCHA;RUMINIAHUI;SANGOLQUI;MEJIA-RUMINIAHUI;SANGOLQUI;SAN PEDRO DE TABOADA;1;1;-0.320012;-78.460667
CENTRO DE SALUD;PICHINCHA;RUMINIAHUI;SANGOLQUI;MEJIA-RUMINIAHUI;SANGOLQUI;U.A.A. SANGOLQUI;1;1;-0.327971;-78.444882
CENTRO DE SALUD;PICHINCHA;SAN MIGUEL DE LOS BANCOS;MINDO;SAN MIGUEL DE LOS BANCOS-PEDRO VICENTE MALDONADO-PUERTO QUITO;SAN MIGUEL DE LOS BANCOS-MINDO;MINDO;1;1;-0.053773;-78.776036
CENTRO DE SALUD;SANTA ELENA;LA LIBERTAD;LA LIBERTAD;LA LIBERTAD-SALINAS;LA LIBERTAD;C.A.A. LIBERTAD;1;1;-2.225825;-80.917044
CENTRO DE SALUD;SANTA ELENA;LA LIBERTAD;LA LIBERTAD;LA LIBERTAD-SALINAS;LA LIBERTAD;ENRIQUE GALLO;1;1;-2.234128;-80.89375
CENTRO DE SALUD;SANTA ELENA;LA LIBERTAD;LA LIBERTAD;LA LIBERTAD-SALINAS;LA LIBERTAD;VIRGEN DEL CARMEN;1;1;-2.241395;-80.915254
CENTRO DE SALUD;SANTA ELENA;SALINAS;ANCONCITO;LA LIBERTAD-SALINAS;ANCONCITO;ANCONCITO;1;1;-2.319632;-80.886144
CENTRO DE SALUD;SANTA ELENA;SALINAS;JOSE LUIS TAMAYO (MUEY);LA LIBERTAD-SALINAS;JOSE LUIS TAMAYO (MUEY);JOSE LUIS TAMAYO;1;1;-2.235913;-80.93236
CENTRO DE SALUD;SANTA ELENA;SALINAS;SALINAS;LA LIBERTAD-SALINAS;SALINAS;SANTA ROSA;1;1;-2.212717;-80.948828
CENTRO DE SALUD;SANTA ELENA;SALINAS;SALINAS;LA LIBERTAD-SALINAS;SALINAS;SAN JUDAS TADEO;1;1;-2.217892;-80.960986
CENTRO DE SALUD;SANTA ELENA;SANTA ELENA;ATAHUALPA;SANTA ELENA;SAN JOSE DE ANCON-ATAHUALPA;ATAHUALPA;1;1;-2.316208;-80.77362
CENTRO DE SALUD;SANTA ELENA;SANTA ELENA;CHANDUY;SANTA ELENA;CHANDUY;CHANDUY;1;1;-2.40485;-80.678354
CENTRO DE SALUD;SANTA ELENA;SANTA ELENA;CHANDUY;SANTA ELENA;CHANDUY;PECHICHE;1;1;-2.359615;-80.716941
CENTRO DE SALUD;SANTA ELENA;SANTA ELENA;CHANDUY;SANTA ELENA;CHANDUY;PUERTO CHANDUY;1;1;-2.405858;-80.693384
CENTRO DE SALUD;SANTA ELENA;SANTA ELENA;CHANDUY;SANTA ELENA;CHANDUY;ZAPOTAL;1;1;-2.316142;-80.566374
CENTRO DE SALUD;SANTA ELENA;SANTA ELENA;COLONCHE;SANTA ELENA;COLONCHE;AYANGUE;1;1;-1.977662;-80.751775
CENTRO DE SALUD;SANTA ELENA;SANTA ELENA;COLONCHE;SANTA ELENA;COLONCHE;BAMBIL DESECHO;1;1;-1.965774;-80.65033
CENTRO DE SALUD;SANTA ELENA;SANTA ELENA;COLONCHE;SANTA ELENA;COLONCHE;COLONCHE;1;1;-2.021742;-80.667547
CENTRO DE SALUD;SANTA ELENA;SANTA ELENA;COLONCHE;SANTA ELENA;COLONCHE;MANANTIAL DE GUANGALA;1;1;-1.998374;-80.58853
CENTRO DE SALUD;SANTA ELENA;SANTA ELENA;COLONCHE;SANTA ELENA;COLONCHE;MONTEVERDE;1;1;-2.06025;-80.735369
CENTRO DE SALUD;SANTA ELENA;SANTA ELENA;COLONCHE;SANTA ELENA;COLONCHE;VALDIVIA;1;1;-1.941964;-80.658329
CENTRO DE SALUD;SANTA ELENA;SANTA ELENA;MANGLARALTO;SANTA ELENA;MANGLARALTO;OLON;1;1;-1.799515;-80.756044
CENTRO DE SALUD;SANTA ELENA;SANTA ELENA;MANGLARALTO;SANTA ELENA;MANGLARALTO;SAN PEDRO;1;1;-1.943993;-80.725461
CENTRO DE SALUD;SANTA ELENA;SANTA ELENA;SAN JOSE DE ANCON;SANTA ELENA;SAN JOSE DE ANCON-ATAHUALPA;SAN JOSE DE ANCON;1;1;-2.322805;-80.855456
CENTRO DE SALUD;SANTA ELENA;SANTA ELENA;SANTA ELENA;SANTA ELENA;SANTA ELENA;SAN PABLO;1;1;-2.140957;-80.775958
